Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Y1,Y21,Y22,Y23,Var38,Var39,Var40,Y31,Y32,Y33,Y41,Y42,Y43,Y51,Y52,Y53,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20527003,20/05/27 수요일,28600,105,27,105,100,36,1200,107,19.9,10,3,3,16.8,9.7,-0.8,12.005,59.201,56.207,0,0,0,7,9,30,40,48,32,32,31,0.0198,161.6,167.6,160,37.23,37.33,35.99,0,-0.84,-0.81,339.8,351.7,335.8,510.9,515,444,6.8,,,,,,,,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20527004,20/05/27 수요일,28600,105,27,105,130,36,1200,107.5,20,10.2,3,3,16.8,8.6,1.2,9.497,59.004,56.014,0,0,0,5,7,25,35,42,29,28,27,0.0193,157.7,157,158.7,37.2,37.2,36.5,0,-0.95,-1,326.6,292.5,333.1,468.4,465.3,455.2,7.7,,,,,,,,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20528001,20/05/28 목요일,28600,105,27,105,130,36,1200,107.5,20,10.2,3,3,16.9,10.9,-0.2,9.449,59.351,54.919,0,0,0,8,9,30,37,43,30,27,27,0.0192,143.4,143.5,142.8,37.37,37.42,36.96,0,-0.76,-0.86,383,387,379.6,563.3,579.3,575,9.3,,,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20528002,20/05/28 목요일,28600,105,27,105,40,36,1200,107,19.5,10.2,3,3,16.3,8.7,0.5,15.174,65.881,64.439,0,0,3,18,18,40,47,48,30,24,15,0.0189,148.9,154.8,144.5,35.35,33.88,34.93,0,-0.76,-1.39,1061.1,1030.5,950.9,875.5,903.1,879.1,8.4,P2E11,P2E11,100.03,100.03,90.04,89.1,14.63,I,AL,AL,2620,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20529001,20/05/29 금요일,28600,105,27,105,40,36,1200,107,19.6,10,3,3,15.4,9.8,-1,15.03,67.448,66.435,0,6,9,34,25,35,48,47,30,22,12,0.0191,175.1,181.8,168.3,34.56,34.96,35.43,0,-0.57,-0.92,1240.7,1400.4,1123,715.1,702.9,683.5,5.5,P2E04,P2E04,99.7,99.76,87.68,89.03,15.78,I,AL,AL,2690,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20529002,20/05/29 금요일,32800,125.5,24,125.5,40,36,1200,107,19.5,10,3,3,16.2,9.6,-0.9,15.017,67.212,65.49,0,4,6,30,23,37,48,48,31,23,15,0.019,143.8,148.3,146.6,35.35,35.08,35.12,0,-0.65,-1,889.2,865.9,902.1,950.4,791.4,750.3,6.4,P2E08,P2E08,91.99,92.02,83.51,85.24,14.63,I,AL,AL,2800,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20529003,20/05/29 금요일,33500,88,31,88,180,36,1200,108.5,19.8,10,3,3,17.5,9.9,-0.1,6.949,51.389,50.198,0,1,0,9,11,28,32,33,22,19,20,0.0193,118.1,122,110,36.61,36.66,35.23,0,-0.8,-0.73,231.6,222.3,228.8,403.4,282.7,457.5,8.5,P2E10,P2E10,91.99,92.01,84.52,85.81,6.55,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20529004,20/05/29 금요일,35200,118,23,118,30,36,1200,107,19.8,10.3,3,3,16.6,8.2,-0.1,20.043,70.332,68.195,0,1,2,14,12,37,48,52,35,28,15,0.0186,129.2,139.8,136.2,35.36,36.7,37.28,0,-0.52,-0.64,568.9,498.6,599.6,543.7,307.5,377.3,5.4,,,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20530001,20/05/30 토요일,35200,118,23,118,30,36,1200,107,19.5,10.3,3,3,15.6,8.6,-0.8,14.935,69.271,67.665,0,5,6,28,21,35,45,43,27,18,10,0.0189,140.8,134.4,140.8,36.23,35.97,34.76,0,-0.6,-0.98,384.4,568.8,857.3,701.1,744.1,849,6.1,P2E04,P2E04,99.67,99.84,87.67,89.1,14.44,I,AL,AL,2600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20530002,20/05/30 토요일,32800,125.5,24,125.5,50,36,1200,107,19.8,10,3,3,16,10.1,0.2,15.009,65.948,64.395,0,0,2,14,12,39,46,49,33,28,18,0.0189,158.6,158.5,161,35.78,36.3,36.96,0,-0.81,-1.06,1172,1182.4,1378.3,804.5,805.1,825.1,6.6,P2E05,P2E05,99.72,99.87,88.8,89.15,14.37,I,AL,AL,2620,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20530003,20/05/30 토요일,32800,125.5,24,125.5,50,36,1200,107,19.8,10,3,3,16.4,10.9,-0.2,15.026,65.992,64.202,0,0,2,15,15,39,45,48,31,25,16,0.019,147.8,149,147.6,35.02,35.7,35.76,0,-0.79,-0.96,1028.3,866.4,1000.5,787.7,790.4,777.7,5.4,P2E01,P2E01,92.02,92.01,84.38,84.28,13.66,I,AL,AL,2630,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20530004,20/05/30 토요일,41600,74,34,74,190,36,1200,108.5,20.1,10.3,3,3,17.7,9.3,-0.7,6.484,51.326,50.858,0,1,0,2,5,16,22,30,20,20,17,0.0194,129.7,130.6,130.1,35.5,36.77,36.81,0,-0.8,-0.81,247.8,227.8,234.6,461.8,478.4,528.8,9.1,P2E02,P2E02,92.01,92,82.65,86.36,15.38,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20530005,20/05/30 토요일,41600,74,34,74,200,36,1200,110,20.1,10.1,3,3,17.3,8.4,-0.2,6.285,52.898,47.685,0,1,0,4,5,18,24,30,19,18,15,0.0198,129.6,134.6,134.8,36.35,35.27,36.81,0,-0.59,-0.67,198.1,198.5,202.2,560,438,455.8,8.2,P2E09,P2E09,91.99,91.98,83.64,84.24,17.57,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20601001,20/06/01 월요일,41600,74,34,74,200,36,1200,110,19.5,10.2,3,3,18.5,9.3,0.7,5.616,50.685,47.835,0,0,0,6,6,20,25,29,19,17,16,0.0198,125.6,123.8,134,36.8,35.6,37.25,0,-0.57,-0.53,236.1,301.3,324.5,495,418.1,290.5,10.6,P2E06,P2E06,91.99,92,84.04,85.33,11.17,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20601002,20/06/01 월요일,32800,125.5,24,125.5,40,36,1200,107,19.8,10.5,3,3,15.6,9.2,0,14.987,67.641,65.085,0,2,3,17,15,39,45,48,33,25,15,0.0194,143.3,143.6,139.5,34.91,36.07,36.02,0,-0.43,-0.73,1052.2,1066.4,1081.6,988.4,999.2,965.6,3.8,P2E08,P2E08,99.43,99.83,87.1,88.53,,I,AL,AL,2620,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20601003,20/06/01 월요일,41600,74,34,74,80,36,1200,107,20,10,3,3,17.6,8.8,0.2,13.516,62.857,62.519,0,0,1,15,13,41,49,53,36,34,30,0.0193,181.6,182.4,180.6,37.01,36.58,36.87,0,-0.64,-0.75,322.4,356.9,345.5,460.4,494.8,432.7,6.5,P2E11,P2E11,99.89,99.92,89.39,87.97,21.72,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20602001,20/06/02 화요일,59600,75,35,75,170,36,1200,108.5,20,10,3,3,17.2,9.5,-0.1,7.496,52.807,51.485,0,0,0,0,4,19,26,33,21,21,19,0.019,131.7,117.7,118.8,36.35,35.42,35.68,0,-0.58,-0.63,232.9,225.8,274.6,363,288.1,286.2,8,P2E11,P2E11,92.01,92.02,83.59,84.28,20.56,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20602002,20/06/02 화요일,59600,75,35,75,45,36,1200,107,19.2,10.3,3,3,17.6,9.2,1.7,14.965,65.639,64.284,0,0,2,16,16,39,44,48,32,25,15,0.019,133.4,130.2,128.3,37.44,37.37,36.9,0,-0.57,-0.7,274.9,215.9,111,494.9,525.6,289.1,7.6,P2E04,P2E04,99.69,99.74,87.95,89.13,16.6,J,PG,AP,2620,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20603001,20/06/03 수요일,59600,75,35,75,45,36,1200,107,19.3,10.4,3,3,16.3,9,0.9,14.97,65.905,64.289,0,0,2,13,9,33,42,48,33,27,17,0.019,133.8,130.8,133.9,36.04,34.6,34.59,0,-0.45,-0.74,902.1,882.6,851.2,996.2,1095.7,1129,7.9,P2E05,P2E05,99.78,99.98,88.39,88.85,15.75,I,AL,AL,2590,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20603002,20/06/03 수요일,59600,75,35,75,90,36,1200,107,20.2,9.5,3,3,17.4,9.9,0.8,14.049,60.214,58.304,0,0,0,7,9,35,43,48,31,30,27,0.0194,172,173.1,177.6,34.9,35.87,36.36,0,-0.75,-0.76,314.9,293.2,276.7,211.2,322.1,306.4,5.7,P2E09,P2E09,99.82,99.92,89.53,89.64,24,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20603003,20/06/03 수요일,41600,118,25,118,90,36,1200,107,20.2,9.5,3,3,17.4,10.3,0.3,13.976,59.77,58.116,0,0,0,11,13,39,46,49,33,32,28,0.019,172.3,170,175,37.37,37.12,36.14,0,-0.67,-0.74,395.1,223.5,435.7,330.3,304.2,197.7,6.4,P2E05,P2E05,99.89,99.97,90.82,90.61,18.5,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20603004,20/06/03 수요일,41600,118,25,118,30,36,1200,107,18.8,9.4,3,3,16.5,8.4,1.9,20.534,67.226,64.26,0,0,2,14,14,40,47,49,31,25,14,0.0185,185.5,179.2,183.1,37.97,37.5,37.84,0,-0.5,-0.67,422.8,485.2,372.5,447.4,456.9,492.1,4.7,P2E01,P2E01,98.74,99.62,82.66,85.29,23.3,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20604001,20/06/04 목요일,41600,118,25,118,20,36,1200,107,19.5,10.2,3,3,15.9,9.4,0.7,22.279,68.147,66.049,6,14,11,34,23,36,48,45,29,19,9,0.0186,170.3,163.7,163.7,35.88,38.34,37.95,0,-0.46,-0.59,524.4,513.4,441.9,470.6,577.4,570,6.4,P2E03,P2E03,87.08,87.06,72.35,76.46,34.68,Y,AP,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20604002,20/06/04 목요일,33900,93.5,29,93.5,120,36,1200,107.5,19.6,9.8,3,3,17,9.2,0.3,10.217,58.888,57.157,0,0,0,5,7,29,38,43,29,28,25,0.019,168.7,173.8,178.6,36.8,36.57,35.92,0,-0.53,-0.7,244.5,277.1,244,409.1,451.7,329.2,8.7,P2E05,P2E05,96,96,87.51,87.78,19.05,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20604003,20/06/04 목요일,34000,106.5,22,106.5,120,36,1200,107.5,19.6,9.8,3,3,17.2,10,1.6,10.243,58.314,55.84,0,0,0,7,8,31,38,42,28,26,24,0.0188,165.8,163.7,164.5,36.03,36.15,35.63,0,-0.47,-0.56,298.5,300.4,293.9,448.5,440.9,341.2,6.2,P2E07,P2E07,95.97,95.99,87.5,88.97,0,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20605001,20/06/05 금요일,34000,106.5,22,106.5,90,36,1200,107,19.8,9.8,3,3,17.4,8.5,1.4,14.023,59.635,57.923,0,0,0,7,9,32,43,51,34,34,31,0.0193,177.5,177.2,173.7,35.36,36.59,36.18,0,-0.56,-0.69,274.9,399.5,332.5,552,492.3,502.2,6,P2E01,P2E01,99.8,99.94,89.21,90.06,18.02,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20605002,20/06/05 금요일,28500,126,22,126,90,36,1200,107,20.5,9.8,3,3,17.4,10.2,0.7,14.054,59.93,58.28,0,0,1,15,15,42,44,56,36,36,35,0.0189,173.4,173.7,174.6,35.5,35.74,35.69,0,-0.67,-0.74,314.5,290.3,299.8,478.2,467.1,436.4,6,P2E03,P2E03,99.88,99.98,88.99,90.24,20.44,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20605003,20/06/05 금요일,31700,114.5,26,114.5,110,36,1200,107.5,20.5,10,3,3,16.8,8.8,0,11.671,58.719,55.782,0,0,0,7,9,33,41,45,31,30,29,0.0191,155.8,159.5,161.3,36.22,36.2,35.33,0,-0.5,-0.59,356.6,361.4,365.9,470.9,506.3,511,8.3,P2E06,P2E06,96.03,96.04,87.54,89.09,18.9,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20605004,20/06/05 금요일,31700,114.5,26,114.5,110,36,1200,107.5,20.2,10,3,3,16.9,10.8,0.6,11.523,59.703,55.845,0,0,0,5,7,28,38,45,31,29,27,0.0191,164.1,161.5,161.9,36.23,36.71,36.65,0,-0.48,-0.52,401.2,326.7,442.9,559.8,418.2,462,8.1,P2E09,P2E09,95.95,95.96,88.11,86.99,21.35,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20605005,20/06/05 금요일,31700,114.5,26,114.5,40,36,1200,107,18.8,10,3,3,16.3,8.8,1.8,15.204,65.934,63.773,0,6,8,33,23,37,49,47,31,24,13,0.0186,159.6,161.2,161.5,35.55,34.78,36.5,0,-0.68,-0.93,388.1,428.3,390.5,455.1,443.2,382.5,7.7,P2E10,P2E10,99.66,99.37,88.73,87.75,7.38,I,AL,AL,2630,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20606001,20/06/06 토요일,31700,114.5,26,114.5,40,36,1200,107,18.8,10,3,3,17.1,8.9,0.4,15.217,65.958,64.125,0,5,7,33,24,36,48,45,29,21,13,0.0186,159.6,161.2,161.5,35.55,34.78,36.5,0,-0.68,-0.93,388.1,428.3,390.5,455.1,443.2,382.5,7.7,P2E01,P2E01,99.52,99.8,87.76,88.47,15.41,I,AL,AL,2690,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20606002,20/06/06 토요일,31700,114.5,26,114.5,40,36,1200,107,18.8,10,3,3,16.9,9.2,0.1,15.217,65.919,64.058,0,2,5,27,22,37,46,45,29,21,12,0.0186,159.6,161.2,161.5,35.55,34.78,36.5,0,-0.68,-0.93,388.1,428.3,390.5,455.1,443.2,382.5,7.7,P2E02,P2E02,99.57,99.7,87.3,90.03,16.15,I,AL,AL,2800,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20606003,20/06/06 토요일,30800,136.5,24,136.5,40,36,1200,107,19,9.9,3,3,17.8,10,0.2,18.268,66.18,65.095,0,0,2,18,18,42,50,51,32,26,16,0.0186,149.5,149.6,150.5,36.07,35.58,35.62,0,-0.46,-0.58,282,285.7,307.9,432.4,443.3,420.4,6.9,P2E04,P2E04,99.77,99.84,86.54,87.27,19.9,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20606004,20/06/06 토요일,30800,136.5,24,136.5,180,36,1200,108.5,19.3,9.5,3,3,17.2,10.6,-0.1,6.992,53.043,54.032,0,0,0,3,8,24,29,31,21,17,16,0.0192,133.9,129.2,125.2,35.36,35.92,36.02,0,-0.39,-0.41,226.8,235.1,235,610.8,608.6,548.6,7.1,P2E05,P2E05,92.06,92.02,85.1,85.42,15.78,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20607001,20/06/07 일요일,30800,136.5,24,136.5,180,36,1200,108.5,19.2,9.5,3,3,17.3,10,0.9,6.988,50.984,53.429,0,0,0,2,6,22,28,30,20,16,15,0.0192,121.8,128.6,120.1,36.26,37.19,37.41,0,-0.37,-0.52,244.1,246.1,251.4,474.8,495.9,561.6,8.9,P2E09,P2E09,92.01,92,84.95,83.98,17.8,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20608001,20/06/08 월요일,41600,118,25,118,80,36,1200,107,21,10.3,3,3,16.8,9.6,-0.3,13.299,63.252,60.802,0,0,0,6,7,26,36,50,36,34,31,0.0193,139.8,155.8,157.6,35.64,34.62,34.89,0,-0.31,-0.33,238.3,179.8,228.3,359.7,315,293.7,6,P2E10,P2E10,99.69,99.43,90.01,89.9,7.65,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20608002,20/06/08 월요일,36600,85,29,85,80,36,1200,107,20,10,3,3,17.4,9.6,-0.1,14.193,59.819,59.327,0,0,0,11,11,38,46,52,35,33,29,0.0189,160.9,159.9,159.7,35.94,36.89,36.8,0,-0.54,-0.55,330.3,347,362.7,476.5,436.8,420.2,8.8,P2E05,P2E05,99.85,99.92,90.39,90.12,19.08,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20609001,20/06/09 화요일,41600,118,25,118,80,36,1200,107,20,9.8,3,3,16.7,10.3,0.4,14.214,61.121,59.293,0,0,1,14,16,42,47,51,35,31,29,0.0189,166.6,162.5,164.4,36.23,36.54,36.16,0,-0.46,-0.73,832.3,939.2,824.4,601,589.6,579.3,7.4,P2E10,P2E10,99.74,99.61,91.13,89.74,7.08,I,AL,AL,2630,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20609002,20/06/09 화요일,0,0,0,0,220,36,1200,109,19.5,10,3,3,17.8,8.9,0.7,6.003,48.867,48.114,0,0,0,5,6,21,26,29,19,17,19,0.0193,145.1,136.3,130.7,35.38,36.75,36.43,0,-0.73,-0.74,265.1,282.9,309.4,439.2,370,365.3,8.6,P2E11,P2E11,92,92,84.45,84.6,18.74,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20609003,20/06/09 화요일,34500,84.5,26,84.5,90,36,1200,107,20.2,10.2,3,3,17.6,7.7,1.5,13.025,61.159,58.304,0,0,0,7,8,29,40,48,32,31,28,0.019,158.7,161.2,161.6,35.79,36.4,35.19,0,-0.58,-0.63,389.8,371.5,310.3,480.8,391.7,415.9,8.2,P2E04,P2E04,99.95,99.94,89.82,91.64,20.12,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20609004,20/06/09 화요일,41600,118,25,118,90,36,1200,107,20.2,10.2,3,3,17.9,10.5,0.9,13.047,61.535,59.524,0,0,0,12,12,38,45,51,34,34,28,0.019,171.4,168.6,169.3,36.52,35.88,36.76,0,-0.54,-0.55,295.1,282.9,308.8,345.4,354.2,376.3,9.7,P2E06,P2E06,99.89,99.98,90.96,91.05,18.8,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20610001,20/06/10 수요일,30000,133,22,133,170,36,1200,108.5,20.2,10,3,3,18.1,10.4,1.1,7.387,54.268,51.939,0,0,0,8,10,27,31,32,21,19,18,0.0192,119.1,123.3,121.1,37.12,36.73,37.13,0,-0.58,-0.61,181.1,230.4,239.5,360.5,424.4,470.7,5.8,P2E05,P2E05,92.05,92.02,85.31,85.59,17.02,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20610002,20/06/10 수요일,30000,133,22,133,80,36,1200,107,20.2,10,3,3,17.1,9.7,0.2,14.015,61.892,60.629,0,0,0,9,10,34,44,51,34,33,27,0.0189,167,167.8,164.4,36.92,36.52,35.14,0,-0.64,-0.7,312.7,327.6,318.3,267.3,283.1,210.7,6.1,P2E08,P2E08,99.87,99.99,89.86,90.46,19.43,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20611001,20/06/11 목요일,30000,133,22,133,30,36,1200,107,19.6,10,3,3,17,8.6,0.6,22.01,68.306,65.365,0,4,4,19,17,44,51,53,35,28,18,0.0186,188.5,198.6,192,37.12,37.32,36.93,0,-0.48,-0.47,289.7,260.7,287.7,415.4,378.8,341.2,5.5,P2E03,P2E03,99.06,99.75,82.48,86.37,24.9,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20611002,20/06/11 목요일,30000,133,22,133,45,36,1200,107,19,10,3,3,16.7,8.6,1.6,15.139,65.143,64.241,0,4,6,26,24,45,53,55,36,29,20,0.0191,159.1,161.3,161.4,35.51,35.84,35.97,0,-0.8,-1.11,666.2,485.4,530.1,896.2,799.3,766,7.2,P2E05,P2E05,99.79,99.93,89.12,89.92,15.53,I,AL,AL,2590,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20611003,20/06/11 목요일,30000,133,22,133,45,36,1200,107,19.2,9.8,3,3,17,9.4,-0.2,15.052,64.81,63.947,0,7,10,38,26,39,51,51,33,26,18,0.0189,152.8,153.1,154.3,36.17,36.93,37.2,0,-0.68,-0.71,302,319.5,265.3,423.5,456.6,477.9,5.9,P2E08,P2E08,99.75,99.95,88.88,89.73,14.19,J,PG,AP,2620,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20612001,20/06/12 금요일,33700,108,28,108,120,36,1200,107.5,20,9.8,3,3,17.6,9,0.7,10.512,58.936,56.24,0,0,0,7,9,31,36,40,28,25,25,0.0193,150.2,151.9,153.8,34.5,36.1,35.8,0,-0.73,-0.74,401.4,347.3,333.3,509.2,411.8,445.1,8.6,P2E01,P2E01,95.94,95.96,86.79,87.33,18.83,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20612002,20/06/12 금요일,35600,93.5,31,93.5,40,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20612003,20/06/12 금요일,31600,132.5,23,132.5,40,36,1200,107,19,10.2,3,3,17.8,8.9,0.6,15.187,68.056,65.022,0,2,4,22,19,42,49,49,33,27,18,0.0189,148.6,134.8,152.4,35.19,35.69,37.35,0,-0.79,-1.11,431.2,420.9,491.6,483.1,338.9,375.9,7.3,P2E09,P2E09,99.71,99.95,89.06,88.8,20.05,I,AL,AL,2630,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20612004,20/06/12 금요일,31600,132.5,23,132.5,40,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P2E09,P2E09,99.71,99.95,89.06,88.8,20.05,I,AL,AL,2630,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20612005,20/06/12 금요일,31600,132.5,23,132.5,40,36,1200,107,19,10.2,3,3,16.4,8,0.4,15.234,68.171,65.292,0,1,3,20,17,43,49,51,33,27,19,0.0189,148.6,134.8,152.4,35.19,35.69,37.35,0,-0.79,-1.11,431.2,420.9,491.6,483.1,338.9,375.9,7.3,P2E10,P2E10,99.54,99.19,88.02,87.56,7.74,I,AL,AL,2690,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20613001,20/06/13 토요일,31600,132.5,23,132.5,40,36,1200,107,19.2,10,3,3,16.9,8.8,-0.2,15.217,66.782,66.773,0,2,5,25,23,40,49,49,33,25,16,0.0188,151,146.6,156.5,33.25,33.17,35.53,0,-0.92,-1.3,457.8,510.7,522.3,752.3,723,693.9,7.6,P2E11,P2E11,99.92,99.98,88.45,88.4,20.75,I,AL,AL,2800,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20613002,20/06/13 토요일,31600,132.5,23,132.5,40,36,1200,107,19.5,9.9,3,3,16.7,9.1,-0.1,16.936,67.655,65.731,0,0,3,20,20,43,52,52,34,28,21,0.0186,140.65,140.43,143.67,36.07,36.94,35.84,0,-0.69,-0.8,318.3,265,330.9,523,540.7,491.7,6.6,P2E02,P2E02,99.43,99.61,84.51,87.76,21,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20613003,20/06/13 토요일,40000,84,36,84,130,36,1200,107.5,20.1,10.2,3,3,17.6,9,-1.1,9.514,58.502,56.438,0,0,0,9,10,33,39,42,29,27,26,0.0189,143.6,144,144.8,39.42,37.45,36.26,0,-0.68,-0.7,319.9,303.4,303.5,517,522.4,516.1,10.1,P2E03,P2E03,92,91.99,83.69,85.52,21.13,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20613004,20/06/13 토요일,36400,97,30,97,130,36,1200,107.5,19.6,9.9,3,3,18,11.2,-0.4,9.475,59.457,56.795,0,0,0,8,10,31,38,42,29,26,25,0.019,153,153,156.5,35.42,36.57,37.4,0,-0.68,-0.65,404.4,405.4,363.4,557.2,548.7,542.1,8.5,P2E06,P2E06,92.01,92.02,84.9,85.63,18.78,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20613005,20/06/13 토요일,40000,84,36,84,180,36,1200,108.5,19.5,10,3,3,17,8.6,-0.8,6.827,52.267,49.508,0,0,0,3,6,23,29,31,21,19,18,0.019,123.8,123.9,123.7,35.91,37.02,36.56,0,-0.67,-0.66,217,200.5,191.6,486.4,529.5,502.2,6.6,P2E08,P2E08,92,92.02,83.98,85.19,16.75,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20615001,20/06/15 월요일,40000,84,36,84,180,36,1200,108.5,19.7,10,3,3,18.1,8.4,0.4,7.005,53.578,49.822,0,0,0,2,6,21,28,30,20,18,16,0.0193,125.9,121.9,126.4,36.09,36.88,36.4,0,-0.56,-0.61,271.1,262.3,257.4,602.9,504.6,580.8,8.1,P2E02,P2E02,92.01,92.01,81.94,85.69,16.95,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20615002,20/06/15 월요일,40000,84,36,84,180,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P2E06,P2E06,99.77,99.88,89.52,89,20.75,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20616001,20/06/16 화요일,40000,84,36,84,80,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0191,152.5,158.4,152.1,35.36,36.86,36.91,0,-0.74,-0.78,340.8,432.2,435,545.9,525.8,477.8,8,P2E06,P2E06,99.77,99.88,89.52,89,20.75,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20616002,20/06/16 화요일,40000,84,36,84,80,36,1200,107,20.4,10.4,3,3,17.6,9.5,0,13.798,61.617,60.282,0,0,0,9,9,30,41,51,35,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P2E06,P2E06,99.77,99.88,89.52,89,20.75,J,PG,AP,4000,,,,,,,,
